episodio,pasos,recompensa
636,54923,305.237
637,55079,52.4641
638,55380,404.05045
639,55550,291.70184
640,55787,109.03419
641,55953,292.2724
642,56158,328.18332
643,56357,307.23294
644,56538,295.31882
645,56701,273.20087
646,56846,257.4401
647,57067,341.05334
648,57249,298.29358
649,57396,264.11618
650,57748,269.52646
651,57932,326.30527
652,58125,312.26733
653,58347,324.28116
654,58489,265.61447
655,58645,275.85852
656,58859,372.47943
657,59182,448.9512
658,59375,301.619
659,59472,183.27916
660,59611,250.7121
661,59742,240.81749
662,60015,404.02386
663,60214,88.89084
664,60361,253.27731
665,60560,319.52765
666,60702,253.85742
667,60934,336.14563
668,61117,314.5676
669,61274,266.23508
670,61466,326.07877
671,61771,436.38635
672,62021,380.7032
673,62238,95.77306
674,62386,259.20746
675,62523,237.02641
676,62673,261.4309
677,63022,475.29355
678,63224,299.55106
679,63376,282.8657
680,63563,325.83038
681,63847,162.95854
682,63995,267.31982
683,64314,423.7299
684,64528,345.95755
685,64792,102.349075
686,65062,365.1576
687,65409,209.43327
688,65575,63.677395
689,65731,266.9464
690,65893,286.8371
691,66251,223.40617
692,66461,329.7525
693,66804,458.70306
694,66931,239.06378
695,67173,377.49945
696,67327,278.31
697,67626,161.4914
698,67906,391.10513
699,68170,146.82535
700,68361,299.28894
701,68596,361.22443
702,68783,85.93832
703,68943,279.71777
704,69107,258.7057
705,69306,318.06128
706,69484,303.53998
707,69739,134.98186
708,69995,375.09387
709,70141,266.92725
710,70350,335.63513
711,70543,299.84296
712,70674,255.97498
713,70799,229.64203
714,70944,250.78076
715,71152,317.3155
716,71320,289.8553
717,71506,292.82364
718,71690,68.26257
719,71945,121.115005
720,72111,280.58237
721,72246,255.49898
722,72437,299.86636
723,72756,443.36395
724,72954,290.60013
725,73102,282.2221
726,73257,283.19757
727,73428,282.34195
728,73566,250.78635
729,73667,200.39835
730,73836,288.27142
731,74017,290.68924
732,74188,285.44818
733,74344,284.71774
734,74558,334.45148
735,74720,291.63394
736,74918,76.416016
737,75131,313.072
738,75330,324.19415
739,75482,281.34564
740,75707,111.96034
741,75907,333.1455
742,76074,292.38437
743,76238,288.82547
744,76401,268.24573
745,76568,286.28833
746,76708,220.94994
747,76906,326.63705
748,77236,417.87552
749,77391,277.49866
750,77577,319.4554
751,77676,184.24565
752,77834,275.73053
753,78148,437.81534
754,78419,401.11658
755,78578,262.86215
756,78743,279.51184
757,78970,345.07718
758,79170,334.8782
759,79294,232.66817
760,79470,310.46106
761,79647,300.95197
762,79899,121.14327
763,80099,314.74164
764,80306,336.45776
765,80491,77.83552
766,80793,176.79744
767,80943,280.29565
768,81112,308.33713
769,81252,267.40805
770,81480,372.44644
771,81641,282.92453
772,81951,448.08975
